LIBELLE;CYCLE;N° COMPTE;DOMICILIATION;GROUPE SCOLAIRE;COMMUNE;REGION;DREN;IEPP
YAO CARREFOUR;;;;;;;SOUBRE;OUPOYO
YAO ETIENNEKRO;;;;;;;SOUBRE;OUPOYO
YOBOUEKANKRO;;;;;;;SOUBRE;OUPOYO
ZOUGOUKOUASSIKRO;;;;;;;SOUBRE;OUPOYO
ADAMADOUGOU;;;;;;;SOUBRE;SOUBRE 1
AFFOUBENOU KOUADIOKRO;;;;;;;SOUBRE;SOUBRE 1
AMARAGUI 1   2;;;;;;;SOUBRE;SOUBRE 1
AMITIE KOSSOU;;;;;;;SOUBRE;SOUBRE 1
ANGAGUI;;;;;;;SOUBRE;SOUBRE 1
BAD   SOUBRE2   MATERNELLE BAD;;;;;;;SOUBRE;SOUBRE 1
BADAYO  ET  MATERNELLE;;;;;;;SOUBRE;SOUBRE 1
BAKARY KONANKRO;;;;;;;SOUBRE;SOUBRE 1
BARRAGE   MATERNELLE BARRAGE;;;;;;;SOUBRE;SOUBRE 1
BENIANSOU;;;;;;;SOUBRE;SOUBRE 1
BOHOUSSOUKRO SOUBRE 1;;;;;;;SOUBRE;SOUBRE 1
BROUDJAKRO;;;;;;;SOUBRE;SOUBRE 1
CI ENERGIE 1 2  MATERNELLE CITE NABOUHI;;;;;;;SOUBRE;SOUBRE 1
DABADAGNOGO;;;;;;;SOUBRE;SOUBRE 1
DJE KOUASSIKRO;;;;;;;SOUBRE;SOUBRE 1
GABON 1 2 3 4 MATERNELLE GABON;;;;;;;SOUBRE;SOUBRE 1
GALLEA 2 A 2B;;;;;;;SOUBRE;SOUBRE 1
GALLEA 3;;;;;;;SOUBRE;SOUBRE 1
GALLEA A B C MATERNELLE GALLEA;;;;;;;SOUBRE;SOUBRE 1
GASTONPLEU;;;;;;;SOUBRE;SOUBRE 1
GNAMAGUI;;;;;;;SOUBRE;SOUBRE 1
HOPITAL 1 2 3 MATERNELLE HOPITAL ET GALLO ALFRED;;;;;;;SOUBRE;SOUBRE 1
KOFFI KOUADIOKRO;;;;;;;SOUBRE;SOUBRE 1
KOFFI YAOKRO;;;;;;;SOUBRE;SOUBRE 1
KOPERAGUI   MATERNELLE KOPERAGUI;;;;;;;SOUBRE;SOUBRE 1
KOSSOU BAKARY YAOKRO;;;;;;;SOUBRE;SOUBRE 1
KOUAME DANKRO;;;;;;;SOUBRE;SOUBRE 1
KOUE AMANIKRO;;;;;;;SOUBRE;SOUBRE 1
KPEHIRI.A B  MATERNELLE KPEHIRI;;;;;;;SOUBRE;SOUBRE 1
KRA KANGAKRO;;;;;;;SOUBRE;SOUBRE 1
MAYO GUEYO;;;;;;;SOUBRE;SOUBRE 1
N DJAKRO;;;;;;;SOUBRE;SOUBRE 1
N GUESSANKRO;;;;;;;SOUBRE;SOUBRE 1
NABOUHI 1 2   MATERNELLE NABOUHI;;;;;;;SOUBRE;SOUBRE 1
OBROUAYO 1 2 4 MATERNELLE OBROUAYO;;;;;;;SOUBRE;SOUBRE 1
OBROUAYO3;;;;;;;SOUBRE;SOUBRE 1
POKOUKRO;;;;;;;SOUBRE;SOUBRE 1
SAYO BETE;;;;;;;SOUBRE;SOUBRE 1
SOUBRE 3 ET SEKI ADOU;;;;;;;SOUBRE;SOUBRE 1
SOUBRE 6A B MATERNELLE GBAKALEKPA  TRAORE LASSINA;;;;;;;SOUBRE;SOUBRE 1
BALEYO;;;;;;;SOUBRE;SOUBRE 2
BALLODOUGOU;;;;;;;SOUBRE;SOUBRE 2
DOUMBIADOUGOU;;;;;;;SOUBRE;SOUBRE 2
GBAKALEKPA MUNICIPALITE;;;;;;;SOUBRE;SOUBRE 2
GNIZAKOU BEAKOU 1 2;;;;;;;SOUBRE;SOUBRE 2
GRIPAZO;;;;;;;SOUBRE;SOUBRE 2
KFW GNIZAKO BEAKOU;;;;;;;SOUBRE;SOUBRE 2
KODA 2;;;;;;;SOUBRE;SOUBRE 2
KODA KORHOGO;;;;;;;SOUBRE;SOUBRE 2
KODA TGHAD;;;;;;;SOUBRE;SOUBRE 2
KONEDOUGOU 1A 1B;;;;;;;SOUBRE;SOUBRE 2
KOREYO;;;;;;;SOUBRE;SOUBRE 2
LOGBOAYO 1 2;;;;;;;SOUBRE;SOUBRE 2
NIAPOYO 2;;;;;;;SOUBRE;SOUBRE 2
PETIT BOUNDIALI SOUBRE 2;;;;;;;SOUBRE;SOUBRE 2
PETIT KORHOGO;;;;;;;SOUBRE;SOUBRE 2
REDIDENTIEL 1 2 3 4   MATERNELLE;;;;;;;SOUBRE;SOUBRE 2
SOUBOUO 1 2 3   MATERNELLE;;;;;;;SOUBRE;SOUBRE 2
SOUBRE 4A 4B 4C   MATERNELLE;;;;;;;SOUBRE;SOUBRE 2
SOUBRE 5A5B5C  MATERNELLE;;;;;;;SOUBRE;SOUBRE 2
SOUBRE AMITIE LIBANAISE 1 2   MATERNELLE;;;;;;;SOUBRE;SOUBRE 2
TAPEYO;;;;;;;SOUBRE;SOUBRE 2
TOUBADOUGOU;;;;;;;SOUBRE;SOUBRE 2
YABAYO 1 6   MATERNELLE;;;;;;;SOUBRE;SOUBRE 2
YABAYO 2 5;;;;;;;SOUBRE;SOUBRE 2
YABAYO 3 4 7   MATERNELLE;;;;;;;SOUBRE;SOUBRE 2
ZERGBEU1 2   MATERNELLE;;;;;;;SOUBRE;SOUBRE 2
ABEVE 1 2 ET MATERNELLE;;;;;;;TIASSALE;N'DOUCI
ABIEHOU;;;;;;;TIASSALE;SIKENSI
ADIKOUASSIKRO;;;;;;;TIASSALE;TAABO
ADJOAKRO;;;;;;;TIASSALE;TAABO
ADOMKRO;;;;;;;TIASSALE;TIASSALE 1
AFFIKRO 1 2;;;;;;;TIASSALE;TIASSALE 1
AFFOUNVASSO;;;;;;;TIASSALE;TIASSALE 1
AHIREMOU 1;;;;;;;TIASSALE;TAABO
AHIREMOU 2;;;;;;;TIASSALE;TAABO
AHIROA 1 2;;;;;;;TIASSALE;TIASSALE 1
AHONDO;;;;;;;TIASSALE;TAABO
AHONDO 3;;;;;;;TIASSALE;TAABO
AHOUAKRO;;;;;;;TIASSALE;TAABO
AHOUATI;;;;;;;TIASSALE;TAABO
AHOUKRO;;;;;;;TIASSALE;TAABO
AHUA ET MATERNELLE;;;;;;;TIASSALE;TIASSALE 1
AKAKRO;;;;;;;TIASSALE;TIASSALE 2
N GUESSANKRO SEWEKE;;;;;;;SAN PEDRO;SAN-PEDRO SEWEKE
AKPOUNGBOU;;;;;;;TIASSALE;N'DOUCI
AKPOUNGBOU SUR COTE;;;;;;;TIASSALE;N'DOUCI
ALLA LAMINE 1 2 ETICOON;;;;;;;TIASSALE;TIASSALE 2
ALLAH THERESEKRO;;;;;;;TIASSALE;TAABO
AMANI KOUADIOKRO;;;;;;;TIASSALE;TAABO
AMANIKRO;;;;;;;TIASSALE;TIASSALE 1
AMANIMENOU;;;;;;;TIASSALE;TAABO
AMANIMENOU 2;;;;;;;TIASSALE;TAABO
ASSIEKRO;;;;;;;TIASSALE;N'DOUCI
ASSINZE;;;;;;;TIASSALE;N'DOUCI
ASSOUMAN KOUAMEKRO;;;;;;;TIASSALE;TAABO
ASSOUMOUKRO;;;;;;;TIASSALE;TAABO
ATTAKASSIKRO;;;;;;;TIASSALE;TIASSALE 1
ATTIGUEI NORD;;;;;;;TIASSALE;N'DOUCI
ATTIGUEI SUD CENTRE;;;;;;;TIASSALE;N'DOUCI
BADASSO 1 2 ET MATERNELLE;;;;;;;TIASSALE;SIKENSI
BADASSO 3;;;;;;;TIASSALE;SIKENSI
N ZUEKRO SAN-PEDRO;;;;;;;SAN PEDRO;DOBA
LABAKUYA 12 SASSANDRA;;;;;;;SASSANDRA;LOBAKUYA
KOUETIFLA;;;;;;;SINFRA;KOUETINFLA
BAKANOU A1;;;;;;;TIASSALE;SIKENSI
BAKANOU A2 A3;;;;;;;TIASSALE;SIKENSI
BAKANOU B1   B2 ET MATERNELLE;;;;;;;TIASSALE;SIKENSI
BAKATOKLONOU 1 2;;;;;;;TIASSALE;SIKENSI
BANDAMA MAURICE;;;;;;;TIASSALE;TAABO
BATERA 1 2;;;;;;;TIASSALE;N'DOUCI
KOUETINFLA DIOULABOUGOU;;;;;;;SINFRA;KOUETINFLA
BECEDI 1 ET MATERNELLE;;;;;;;TIASSALE;SIKENSI
BECEDI 2;;;;;;;TIASSALE;SIKENSI
BECEDI 3;;;;;;;TIASSALE;SIKENSI
BECEDI BAD;;;;;;;TIASSALE;SIKENSI
BEKOINKRO;;;;;;;TIASSALE;TIASSALE 1
AKALEKRO TIASSALE;;;;;;;TIASSALE;N'DOUCI
BINAO 1 2;;;;;;;TIASSALE;N'DOUCI
BINAO 3;;;;;;;TIASSALE;N'DOUCI
BLEBY;;;;;;;TIASSALE;SIKENSI
BOBLENOU;;;;;;;TIASSALE;TIASSALE 1
BODO 1 3 ET MATERNELLE;;;;;;;TIASSALE;N'DOUCI
BODO 2;;;;;;;TIASSALE;N'DOUCI
BOKABO;;;;;;;TIASSALE;N'DOUCI
BOTINDE 1 2 ET MATERNELLE;;;;;;;TIASSALE;N'DOUCI
BOUSSOUE  1 2 3 ET MATERNELLE;;;;;;;TIASSALE;N'DOUCI
BOUSSOUKANKRO;;;;;;;TIASSALE;N'DOUCI
BOUSSOUKRO 1 2 ET MATERNELLE;;;;;;;TIASSALE;N'DOUCI
BRAFFOUEBY 1 2 3 ET MATERNELLE;;;;;;;TIASSALE;SIKENSI
BRIKIM;;;;;;;TIASSALE;TAABO
BRIQUISSO;;;;;;;TIASSALE;SIKENSI
BROUBROU 1 2  ET  MATERNELLE;;;;;;;TIASSALE;N'DOUCI
BROUKRO;;;;;;;TIASSALE;TIASSALE 2
BROUKRO;;;;;;;TIASSALE;N'DOUCI
CHATEAU SIKENSI;;;;;;;TIASSALE;SIKENSI
DENISEKRO;;;;;;;TIASSALE;TIASSALE 2
DENISKRO;;;;;;;TIASSALE;TIASSALE 2
DIABYKRO ;;;;;;;TIASSALE;TIASSALE 2
DIALLOKRO;;;;;;;TIASSALE;TIASSALE 1
DIBAMOU;;;;;;;TIASSALE;SIKENSI
DJEKANGAKRO;;;;;;;TIASSALE;TIASSALE 1
DJEKRO;;;;;;;TIASSALE;TAABO
EHOUMAN KOFFIKRO;;;;;;;TIASSALE;TIASSALE 1
ELLIBOU 1 2 ET MATERNELLE;;;;;;;TIASSALE;SIKENSI
ELLIBOU 3 PEI;;;;;;;TIASSALE;SIKENSI
ELOSSO;;;;;;;TIASSALE;N'DOUCI
BADASSO 4;;;;;;;TIASSALE;SIKENSI
GBADAHOU;;;;;;;TIASSALE;TIASSALE 2
GNANSOMBLY ET MATERNELLE;;;;;;;TIASSALE;TIASSALE 2
GNANWESSOU;;;;;;;TIASSALE;TIASSALE 2
BADASSO 4 TIASSALE;;;;;;;TIASSALE;SIKENSI
GOMON 1;;;;;;;TIASSALE;SIKENSI
GOMON 2;;;;;;;TIASSALE;SIKENSI
GOMON 3;;;;;;;TIASSALE;SIKENSI
GOMON 4 ET MATERNELLE;;;;;;;TIASSALE;SIKENSI
KANDIA CAMARA;;;;;;;TIASSALE;TIASSALE 1
KANDIA CAMARA PK 96;;;;;;;TIASSALE;N'DOUCI
KASSASSOU 1;;;;;;;TIASSALE;TIASSALE 1
KASSASSOU 2;;;;;;;TIASSALE;TIASSALE 1
KATADJI 1;;;;;;;TIASSALE;SIKENSI
KATADJI 2;;;;;;;TIASSALE;SIKENSI
KATCHENOU;;;;;;;TIASSALE;TIASSALE 1
KATIENOU;;;;;;;TIASSALE;TAABO
KODIMASSO;;;;;;;TIASSALE;N'DOUCI
KOKOTI KOUAMEKRO;;;;;;;TIASSALE;TAABO
KOMENANKPE;;;;;;;TIASSALE;TIASSALE 2
BAKA OBOU;;;;;;;TIASSALE;SIKENSI
KONAN YAOKRO;;;;;;;TIASSALE;N'DOUCI
KONDIEBOUMAN 1 2;;;;;;;TIASSALE;TIASSALE 1
KONDIEBOUMAN 3 ET MATERNELLE;;;;;;;TIASSALE;TIASSALE 1
KOTIESSOU 3;;;;;;;TIASSALE;TAABO
KOUADIO NGUESSANKRO;;;;;;;TIASSALE;TIASSALE 1
KOUASSIKRO;;;;;;;TIASSALE;N'DOUCI
KOYEKRO 1 2 3 ET MATERNELLE;;;;;;;TIASSALE;TIASSALE 1
KRAVASSOU;;;;;;;TIASSALE;TIASSALE 1
LELEBLE;;;;;;;TIASSALE;TAABO
LELEBLE 3;;;;;;;TIASSALE;TAABO
M BRAKRO;;;;;;;TIASSALE;TAABO
MARY ELIZABETH STAMPLEY DE BADDY CARREFOUR;;;;;;;TIASSALE;TIASSALE 2
MATERNELLE AHONDO;;;;;;;TIASSALE;TAABO
MATERNELLE AMANIMENOU;;;;;;;TIASSALE;TAABO
MATERNELLE ANGELICA LELEBLE;;;;;;;TIASSALE;TAABO
BE N GUESSANKRO;;;;;;;TIASSALE;TAABO
MATERNELLE KOKOTI KOUAMEKRO;;;;;;;TIASSALE;TAABO
MATERNELLE MOOFOUE;;;;;;;TIASSALE;TIASSALE 1
MATERNELLE N DENOU;;;;;;;TIASSALE;TAABO
BENJAMIN DADIE DE DIBY;;;;;;;TIASSALE;TIASSALE 2
MATERNELLE SIKENSI;;;;;;;TIASSALE;SIKENSI
MATERNELLE TAABO BARRAGE 1;;;;;;;TIASSALE;TAABO
MATERNELLE TAABO EECI;;;;;;;TIASSALE;TAABO
MATERNELLE TAABO VILLAGE;;;;;;;TIASSALE;TAABO
MATERNELLE TOKOHIRI;;;;;;;TIASSALE;TAABO
FRANCOIS KADJO;;;;;;;TIASSALE;TIASSALE 2
MBRIMBO 1;;;;;;;TIASSALE;TIASSALE 2
GOGOKRO;;;;;;;TIASSALE;TAABO
KONAN NGUESSAN GUSTAV MONSO;;;;;;;TIASSALE;SIKENSI
MATERNELLE ELIBOU;;;;;;;TIASSALE;SIKENSI
MOROKRO 1 2 3 ET MATERNELLE;;;;;;;TIASSALE;TIASSALE 1
MUNICIPALITE;;;;;;;TIASSALE;SIKENSI
MATERNELLE SAINT JEAN BAPTISTE TIASSALE;;;;;;;TIASSALE;SIKENSI
MATERNET SAINT JEAN BAPTISTE;;;;;;;TIASSALE;SIKENSI
N  ZIANOUAN 1 2 3;;;;;;;TIASSALE;TIASSALE 2
N DAGNAMIEN;;;;;;;TIASSALE;TAABO
N DENOU;;;;;;;TIASSALE;TAABO
N DENOU 3;;;;;;;TIASSALE;TAABO
N DOUCI 1 2 3 4 ET MATERNELLE;;;;;;;TIASSALE;N'DOUCI
N DOUCI PLATEAU 1  2  3  4  5  6 ET MATERNELLE;;;;;;;TIASSALE;N'DOUCI
N GORANKRO;;;;;;;TIASSALE;N'DOUCI
N GUESSAN N GUESSANKRO;;;;;;;TIASSALE;TAABO
N GUESSANKRO;;;;;;;TIASSALE;TAABO
MBRIMBO B;;;;;;;TIASSALE;TIASSALE 2
N’GORANKRO ;;;;;;;TIASSALE;TAABO
N’GORANKRO PK 101;;;;;;;TIASSALE;N'DOUCI
MBRIMBO MARCHE;;;;;;;TIASSALE;TIASSALE 2
NDOUCI COMMERCE 1 2 3 4 ET MATERNELLE;;;;;;;TIASSALE;N'DOUCI
NDRIKRO;;;;;;;TIASSALE;N'DOUCI
NIAMANZRA 1 2 ET MATERNELLE;;;;;;;TIASSALE;N'DOUCI
NIAMOUE 1 2 ET MATERNELLE;;;;;;;TIASSALE;TIASSALE 1
NIANDA KANGA NIANZE 1 ET 2;;;;;;;TIASSALE;N'DOUCI
NIANKAN NIANKANSOU;;;;;;;TIASSALE;TIASSALE 2
MONSO TIASSALE;;;;;;;TIASSALE;SIKENSI
MUNICIPALITE 1 2 3 4 ET MATERNELLE TIASSALE;;;;;;;TIASSALE;TIASSALE 1
PACOBO 1;;;;;;;TIASSALE;TAABO
PACOBO 2;;;;;;;TIASSALE;TAABO
PAUL ET MIREILLE COURAULT;;;;;;;TIASSALE;SIKENSI
PHILIPPE YACE KOTIESSOU;;;;;;;TIASSALE;TAABO
PK61 SIKENSI;;;;;;;TIASSALE;SIKENSI
MUNICIPALITE SIKENSI;;;;;;;TIASSALE;SIKENSI
N GUESSANKRO TIASSALE;;;;;;;TIASSALE;TIASSALE 1
NANAN YASSOUAKRO;;;;;;;TIASSALE;TIASSALE 2
SAHINKRO;;;;;;;TIASSALE;TIASSALE 1
SAHOUA;;;;;;;TIASSALE;TAABO
SAHUYE 1 2 ET MATERNELLE;;;;;;;TIASSALE;SIKENSI
SAHUYE 3 4 ET MATERNELLE;;;;;;;TIASSALE;SIKENSI
SAHUYE 5 PEI;;;;;;;TIASSALE;SIKENSI
SAHUYE CARRIERE;;;;;;;TIASSALE;SIKENSI
SAHUYE DOKO;;;;;;;TIASSALE;SIKENSI
SIKENSI 1 2 4;;;;;;;TIASSALE;SIKENSI
SIKENSI 3;;;;;;;TIASSALE;SIKENSI
SIKENSI RESIDENTIEL;;;;;;;TIASSALE;SIKENSI
SINDRESSOU;;;;;;;TIASSALE;TIASSALE 2
SINGROBO;;;;;;;TIASSALE;TAABO
SOKOROGBO;;;;;;;TIASSALE;TAABO
SOUKOUKRO 1 2 ET MATERNELLE;;;;;;;TIASSALE;SIKENSI
SPADI;;;;;;;TIASSALE;TIASSALE 2
TAABO BARRAGE 1;;;;;;;TIASSALE;TAABO
TAABO BARRAGE 2;;;;;;;TIASSALE;TAABO
TAABO BARRAGE 4;;;;;;;TIASSALE;TAABO
BABADOUGOU;;;;;;;TOUBA;OUANINOU
BADALA;;;;;;;TOUBA; KORO
BAFINGDALA;;;;;;;TOUBA;TOUBA
BAHADALA;;;;;;;TOUBA;TOUBA
BAMBADOUGOU;;;;;;;TOUBA; KORO
BANGOFE;;;;;;;TOUBA;TOUBA
BANIGA;;;;;;;TOUBA;TOUBA
BANZI;;;;;;;TOUBA;TOUBA
BARABARASSO;;;;;;;TOUBA; KORO
BARALASSOBA;;;;;;;TOUBA; KORO
BARAZAN;;;;;;;TOUBA; KORO
BAYOLA;;;;;;;TOUBA;OUANINOU
BEKOSSO;;;;;;;TOUBA;OUANINOU
BIANKO;;;;;;;TOUBA;TOUBA
BILALO;;;;;;;TOUBA; KORO
BINVE;;;;;;;TOUBA;OUANINOU
BONANGORO;;;;;;;TOUBA; KORO
BONINGOUE;;;;;;;TOUBA; KORO
BOROBOROTOU;;;;;;;TOUBA; KORO
BOROKESSIENKO;;;;;;;TOUBA; KORO
BOUINDALA;;;;;;;TOUBA;TOUBA
BOUNDA;;;;;;;TOUBA;OUANINOU
BOUTISSO;;;;;;;TOUBA;TOUBA
DANDUY;;;;;;;TOUBA;TOUBA
DEPANON;;;;;;;TOUBA;TOUBA
DESSENE;;;;;;;TOUBA; KORO
DIABISSEDOUGOU;;;;;;;TOUBA; KORO
DIALA;;;;;;;TOUBA; KORO
DIENGUERE;;;;;;;TOUBA; KORO
DIESSO;;;;;;;TOUBA;TOUBA
DOLLA;;;;;;;TOUBA;TOUBA
DOUASSO;;;;;;;TOUBA;TOUBA
DRAMANEDOUGOU;;;;;;;TOUBA;TOUBA
DRODOUGOU;;;;;;;TOUBA;OUANINOU
FAMA;;;;;;;TOUBA;TOUBA
FARAKOBOOKO;;;;;;;TOUBA; KORO
FARAKOKORO;;;;;;;TOUBA; KORO
FENAN 1;;;;;;;TOUBA;TOUBA
FERENTELLA;;;;;;;TOUBA;OUANINOU
FOUALA;;;;;;;TOUBA;TOUBA
FOUENAN;;;;;;;TOUBA;TOUBA
GAGNASSOGBEKA;;;;;;;TOUBA;TOUBA
GASSO;;;;;;;TOUBA;TOUBA
GBANAN;;;;;;;TOUBA;TOUBA
GBANANDOUGOU;;;;;;;TOUBA;TOUBA
NIENEKRO;;;;;;;TIASSALE;TIASSALE 2
GBELO;;;;;;;TOUBA;OUANINOU
GBETEMA;;;;;;;TOUBA;TOUBA
GBINGORODIOMAN;;;;;;;TOUBA;TOUBA
GBOONI;;;;;;;TOUBA;TOUBA
GODOUFOUMA;;;;;;;TOUBA;TOUBA
GOH;;;;;;;TOUBA;TOUBA
GOLOUTOULO;;;;;;;TOUBA;OUANINOU
GONDODOUGOU;;;;;;;TOUBA;OUANINOU
GOOKO;;;;;;;TOUBA;OUANINOU
GOOLAFOUENAN;;;;;;;TOUBA;OUANINOU
GOUAKE;;;;;;;TOUBA; KORO
GOUAN;;;;;;;TOUBA;OUANINOU
GOUANA;;;;;;;TOUBA;TOUBA
GOUANA SOKOUALA;;;;;;;TOUBA;TOUBA
GOUEKOLO;;;;;;;TOUBA;TOUBA
GOUEKRO;;;;;;;TOUBA;OUANINOU
GOUELA;;;;;;;TOUBA;TOUBA
GUEDEMA;;;;;;;TOUBA;OUANINOU
GUENIMANZO;;;;;;;TOUBA;TOUBA
KAALAKESSESSO;;;;;;;TOUBA; KORO
KALASSI 1;;;;;;;TOUBA; KORO
KALASSI 2;;;;;;;TOUBA; KORO
KAMASSELA;;;;;;;TOUBA;TOUBA
KESSIENKO;;;;;;;TOUBA; KORO
KOFINA;;;;;;;TOUBA; KORO
KOLON;;;;;;;TOUBA;TOUBA
KONIGORO 1;;;;;;;TOUBA;OUANINOU
KONIMA;;;;;;;TOUBA;TOUBA
KONINGOUELO 1;;;;;;;TOUBA; KORO
KONINGOUELO 2;;;;;;;TOUBA; KORO
KONSASSOSOKOURALA;;;;;;;TOUBA; KORO
KORO 3;;;;;;;TOUBA; KORO
KOSSAGUI;;;;;;;TOUBA;OUANINOU
KOUNGBEKRO;;;;;;;TOUBA;OUANINOU
KOUNGO;;;;;;;TOUBA;TOUBA
KOUNTIGUISSO;;;;;;;TOUBA; KORO
KOUROUKORO;;;;;;;TOUBA;TOUBA
KPOHO 1;;;;;;;TOUBA;OUANINOU
KPOHO 2;;;;;;;TOUBA;OUANINOU
KPOHO 3;;;;;;;TOUBA;OUANINOU
KRAMOTIEDOUGOU;;;;;;;TOUBA; KORO
LAHOMODOUGOU;;;;;;;TOUBA; KORO
LAMINE BAH;;;;;;;TOUBA;TOUBA
LASSEBADOUGOU;;;;;;;TOUBA;OUANINOU
MAANAN;;;;;;;TOUBA;TOUBA
MADIALO;;;;;;;TOUBA;TOUBA
MAHANDOUGOU;;;;;;;TOUBA; KORO
MAMOUESSO;;;;;;;TOUBA;TOUBA
MASSABOUEDOUGOU;;;;;;;TOUBA; KORO
MASSALA;;;;;;;TOUBA; KORO
MASSALAKORO;;;;;;;TOUBA; KORO
MASSALASOKOURANI;;;;;;;TOUBA; KORO
MASSASSO;;;;;;;TOUBA;TOUBA
MASSEDOUGOU;;;;;;;TOUBA;OUANINOU
MATERNELLE;;;;;;;TOUBA;TOUBA
MATERNELLE BOOKO;;;;;;;TOUBA; KORO
MATERNELLE BOROTOU;;;;;;;TOUBA; KORO
MATERNELLE KORO;;;;;;;TOUBA; KORO
MEFANDOUGOU;;;;;;;TOUBA; KORO
MEHIDOUGOU;;;;;;;TOUBA;OUANINOU
MEMADOUGOU;;;;;;;TOUBA; KORO
MGTG;;;;;;;TOUBA;TOUBA
MIAMBONDOUGOU;;;;;;;TOUBA; KORO
MIMBALA;;;;;;;TOUBA;TOUBA
MISSADOUGOUSEKODOUGOU;;;;;;;TOUBA;OUANINOU
MOAKOBOOKO;;;;;;;TOUBA; KORO
MOAKOKORO;;;;;;;TOUBA; KORO
MOAMBASSO;;;;;;;TOUBA; KORO
MODOUGOU;;;;;;;TOUBA; KORO
MOYENDOUGOU;;;;;;;TOUBA; KORO
N GAMONSO;;;;;;;TOUBA;TOUBA
N GOLODOUGOU;;;;;;;TOUBA;TOUBA
NIALE;;;;;;;TOUBA;OUANINOU
NIAMANDOUGOU;;;;;;;TOUBA; KORO
NIAMOUTOU;;;;;;;TOUBA; KORO
NIBILA;;;;;;;TOUBA; KORO
NIENDOUGOU;;;;;;;TOUBA; KORO
OHIDOUGOU;;;;;;;TOUBA;OUANINOU
OUALOUGANHOUE;;;;;;;TOUBA;OUANINOU
OUALOUGOUEKAN;;;;;;;TOUBA;OUANINOU
OUAYERE;;;;;;;TOUBA; KORO
OUENAN;;;;;;;TOUBA;OUANINOU
OUROSSANISSO;;;;;;;TOUBA; KORO
OUROSSOUNGORO;;;;;;;TOUBA; KORO
RAPHAELVILLE;;;;;;;TOUBA; KORO
SAGBANIKRO;;;;;;;TOUBA; KORO
SAKOFE;;;;;;;TOUBA;OUANINOU
SANANKORO;;;;;;;TOUBA; KORO
SANANKOROTOUBA;;;;;;;TOUBA;TOUBA
SAWELA;;;;;;;TOUBA;OUANINOU
SEFESSO;;;;;;;TOUBA;OUANINOU
SEGBESSEDOUGOU;;;;;;;TOUBA;OUANINOU
SEKODOUGOU;;;;;;;TOUBA;TOUBA
SEKOUDOUGOU;;;;;;;TOUBA; KORO
SERIFINA;;;;;;;TOUBA;OUANINOU
SERIFOULA;;;;;;;TOUBA;OUANINOU
SESSEGO;;;;;;;TOUBA;KORO
SESSIENKO;;;;;;;TOUBA; KORO
SIANON;;;;;;;TOUBA;TOUBA
SIDOUGOU;;;;;;;TOUBA;OUANINOU
SIFIE MAHOU;;;;;;;TOUBA;OUANINOU
SILAFRESSO;;;;;;;TOUBA; KORO
SILAKORO;;;;;;;TOUBA;TOUBA
SILAKOROMOAMBASSO;;;;;;;TOUBA; KORO
SILAKOROSOKOURALA;;;;;;;TOUBA; KORO
SINGOSSO 1;;;;;;;TOUBA;TOUBA
SINIGOROTOUFINGA;;;;;;;TOUBA;OUANINOU
SINKORO;;;;;;;TOUBA;OUANINOU
SOGBENI;;;;;;;TOUBA;TOUBA
SOGBOSSO 2;;;;;;;TOUBA;TOUBA
SOMANA;;;;;;;TOUBA; KORO
SORO KIGBAFORI GUILLAUME;;;;;;;TOUBA;TOUBA
SOROTONA;;;;;;;TOUBA;TOUBA
SOUSGOUEKAN;;;;;;;TOUBA;OUANINOU
TAMADOUGOU;;;;;;;TOUBA; KORO
TEKO;;;;;;;TOUBA;OUANINOU
TIAHOUE;;;;;;;TOUBA;OUANINOU
TIEKORONIDOUGOU;;;;;;;TOUBA; KORO
TIENFOU 2;;;;;;;TOUBA;TOUBA
TIENIVE;;;;;;;TOUBA;OUANINOU
TIENKO;;;;;;;TOUBA;TOUBA
TIENLO;;;;;;;TOUBA; KORO
TIKA;;;;;;;TOUBA;OUANINOU
TIRIKORO;;;;;;;TOUBA;OUANINOU
TIRIKORO;;;;;;;TOUBA;TOUBA
TOGBADOUGOU;;;;;;;TOUBA;OUANINOU
TOHA;;;;;;;TOUBA;TOUBA
TORANOU;;;;;;;TOUBA; KORO
TOUBACO;;;;;;;TOUBA;TOUBA
TOUBACOGOUEKAN;;;;;;;TOUBA;OUANINOU
TOUBAKO;;;;;;;TOUBA;TOUBA
TOUELA;;;;;;;TOUBA;TOUBA
TOUKO;;;;;;;TOUBA;TOUBA
TOULO;;;;;;;TOUBA;TOUBA
TOUNZI;;;;;;;TOUBA; KORO
TOURESSO;;;;;;;TOUBA; KORO
TOURESSOSINZEDOUGOU;;;;;;;TOUBA; KORO
TOUTIE;;;;;;;TOUBA;OUANINOU
VABOUESSO;;;;;;;TOUBA; KORO
VACERISSO;;;;;;;TOUBA;OUANINOU
VACERISSOGUINTEGUELA;;;;;;;TOUBA;TOUBA
VAFINDOUGOU;;;;;;;TOUBA; KORO
VAHIBASSO;;;;;;;TOUBA;TOUBA
VAHIDOUGOU;;;;;;;TOUBA;OUANINOU
VASSAMADOUGOU;;;;;;;TOUBA;OUANINOU
VAYASSO;;;;;;;TOUBA;OUANINOU
WAGNANGORO;;;;;;;TOUBA;TOUBA
WINDOU;;;;;;;TOUBA; KORO
YAALA;;;;;;;TOUBA;TOUBA
YAALA FOUENAN;;;;;;;TOUBA;TOUBA
YAFE;;;;;;;TOUBA;OUANINOU
